id,organization_id,name,species,sex,estimated_birth_date,intake_date,intake_source,status,priority,action_needed,description,microchip_number,primary_photo_url,adoption_profile_url,internal_notes,current_foster_id,created_at,updated_at,birthdate_source,estimated_age_value,estimated_age_unit,estimated_age_as_of,breed_id,breed_text,is_mixed_breed,litter_id
49bcf36a-c7ea-4b58-a41f-054d515543ab,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Mars,Dog,Female,2010-01-13,2025-06-17,Trapped,medical,normal,,Anxious in new environments; thrives on routine.,,,,,,2025-06-17T14:38:13.978Z,2025-06-22T12:54:10.978Z,estimated_birthdate,,,,,,false,
e70d3e08-7c08-413b-b579-c80ba40b384e,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Misty,Cat,Unknown,2025-06-01,2025-07-27,Animal Control,adoptable,normal,,FIV+ — indoor-only home required.,910066685005789,,https://www.petfinder.com/cat/misty-66802/,,,2025-07-27T11:38:13.978Z,2025-08-07T23:10:32.978Z,estimated_age,8,weeks,2025-07-27,677c1b27-f593-4a96-b3b9-90cdad659f6c,,false,
1e8a044e-9d6d-44e0-92a2-0ac3029b063d,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Nala,Dog,Male,2023-09-04,2025-04-26,Found - good Samaritan,hold,urgent,,Senior — looking for a calm retirement home.,,,,,,2025-04-26T10:38:13.978Z,2025-05-13T04:51:44.978Z,estimated_age,20,months,2025-04-26,4c6f8b58-5a6f-4942-8b22-27a561950d75,,false,
1ff26a82-5b95-46d2-9ced-7e10edf990db,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Wiggles,Dog,Female,2020-10-04,2025-11-03,Returned adoption,medical,needs_attention,,Bonded pair — needs to be adopted with a sibling.,,,,,,2025-11-03T11:38:13.978Z,2025-11-05T20:01:09.978Z,estimated_birthdate,,,,2961f43f-228a-4ef6-bc34-41a1df6cf11a,,false,
9dcbd2d0-b1aa-440a-9b3d-8c4fe9a11deb,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Lucy,Dog,Male,2013-10-28,2025-10-25,Transfer,hospice,normal,,"Sweet and goofy, loves belly rubs.",,,,,,2025-10-25T15:38:13.978Z,2025-11-08T07:02:19.978Z,estimated_age,12,years,2025-10-25,400b7bb6-1f7b-4234-8d8c-1ce1ec9b78d1,,false,
b4f28d26-acf7-4bec-a58b-e245ab4f9dd7,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Espresso,Cat,Unknown,2025-03-04,2025-03-25,Saving Grace,intake,urgent,,Bonded pair — needs to be adopted together.,,,,,,2025-03-25T11:38:13.978Z,2025-04-15T14:03:16.978Z,estimated_age,3,weeks,2025-03-25,b595ff92-a9a4-40d7-bdef-66848b4d156f,,false,
c5d165ec-43ac-4d5c-ae71-ad56c3e10592,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Tigger,Cat,Female,2011-04-17,2025-04-13,TNR clinic intake,intake,urgent,,"Recovering from URI, almost ready for foster.",,,,,,2025-04-13T14:38:13.978Z,2025-04-30T22:07:55.978Z,estimated_age,14,years,2025-04-13,fbd65595-09f4-41fc-a6bf-1b9e14ee51da,,false,
468f45b0-f88c-4552-83c6-c41250aed926,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Roxy,Dog,Male,2018-03-14,2026-03-12,Stray,intake,normal,,"High-energy, would do best with an active family.",,,,,,2026-03-12T11:38:13.978Z,2026-03-28T18:46:18.978Z,estimated_age,8,years,2026-03-12,237eea3c-c3bc-41b3-b0a5-83427b75fdfb,,true,
131fb12b-3217-4d32-bede-87b5423d1231,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Pumpkin,Cat,Female,2014-04-27,2025-01-26,,adopted,normal,,"Tuxedo, dignified and reserved.",,,,,,2025-01-26T10:38:13.978Z,2025-01-30T03:48:21.978Z,estimated_birthdate,,,,cc2503c9-4628-4f9e-a24e-cc61dc164e86,,false,
58be694a-cf32-4382-9eae-52d30c8d1218,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Pepper,Dog,Male,2014-01-08,2025-05-11,Animal Control,hold,needs_attention,,"High-energy, would do best with an active family.",938455101103987,,,Watch food intake — tends to overeat.,,2025-05-11T08:38:13.978Z,2025-05-24T12:02:24.978Z,estimated_birthdate,,,,2961f43f-228a-4ef6-bc34-41a1df6cf11a,,false,
b63b4086-6bd1-483c-a1fe-13f310776164,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Relish,Cat,Male,2013-05-29,2025-08-07,Transfer,adopted,normal,,"Tuxedo, dignified and reserved.",,,,,,2025-08-07T11:38:13.978Z,2025-08-19T15:34:10.978Z,estimated_birthdate,,,,fb89cfd0-a8dc-47fd-917a-c3832fbec123,,false,
e857628f-7bf6-4cff-8789-d20111dd81b3,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Chloe,Dog,Female,2012-05-07,2025-08-16,Trapped,adopted,normal,,Senior — looking for a calm retirement home.,,,,Watch food intake — tends to overeat.,,2025-08-16T09:38:13.978Z,2025-08-30T04:35:07.978Z,estimated_birthdate,,,,a6daae22-1b55-4821-b192-9937831cf031,,true,
80d2adae-97a1-43f7-8125-1f1cb69ccf47,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Stormy,Dog,Female,2024-03-18,2025-04-12,Found - good Samaritan,intake,normal,,,,,,,,2025-04-12T07:38:13.978Z,2025-04-23T21:08:22.978Z,estimated_age,13,months,2025-04-12,,,false,
c3f5cfe9-5138-42e9-8242-5bf06d7c253b,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Iris,Cat,Female,2018-03-09,2026-03-07,Trapped,medical,urgent,,,959541011446854,,,,,2026-03-07T07:38:13.978Z,2026-03-09T13:09:57.978Z,estimated_age,8,years,2026-03-07,3b26ab84-0278-4d2d-b794-14d923918f58,,false,
a61b7515-9900-45f7-8c75-e4f6c98d93b6,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Squirt,Cat,Male,2024-11-17,2024-12-15,Owner surrender,intake,normal,,FIV+ — indoor-only home required.,,,,,,2024-12-15T10:38:13.978Z,2025-01-06T03:54:13.978Z,estimated_age,4,weeks,2024-12-15,,,false,
de49c159-aa74-4ff8-99d1-280e075abc85,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Chloe,Cat,Female,2021-02-16,2025-09-22,Owner surrender,fostered,normal,,Solid black with green eyes.,,,,,,2025-09-22T10:38:13.978Z,2025-09-27T19:06:15.978Z,exact_birthdate,,,,,,false,
14e641fe-6e9c-44b8-ac8e-f2358ba931ae,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Margarita,Cat,Male,2025-04-14,2025-08-12,Stray,fostered,normal,,"Black, friendly and playful.",,,,Skittish around tall men; pair with a calm female adopter.,,2025-08-12T14:38:13.978Z,2025-08-23T15:27:14.978Z,estimated_age,4,months,2025-08-12,3b26ab84-0278-4d2d-b794-14d923918f58,,false,
d91de16a-6a28-4c96-b0f0-6ff89fead66e,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Mia,Cat,Female,2025-09-15,2025-11-03,,adoptable,normal,,FIV+ — indoor-only home required.,,,,,,2025-11-03T10:38:13.978Z,2025-11-17T11:04:37.978Z,estimated_age,7,weeks,2025-11-03,b595ff92-a9a4-40d7-bdef-66848b4d156f,,false,
340063ea-9638-4eb4-a2a0-df011986e76a,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Squish,Dog,Female,2024-10-20,2026-04-13,Owner surrender,medical,normal,,Loves car rides and morning walks.,,,,Litter buddy ID: see related animals.,,2026-04-13T09:38:13.978Z,2026-04-19T03:48:05.978Z,estimated_age,18,months,2026-04-13,cd1afe21-dc9f-425b-a9c6-aa1c3e30b97d,,true,
81d915d2-0b94-43c9-946d-77f888594862,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Pepper,Cat,Unknown,2024-06-21,2025-11-13,Trapped,medical,normal,,,,,,,,2025-11-13T07:38:13.978Z,2025-11-25T08:17:20.978Z,estimated_age,17,months,2025-11-13,17399b44-8cad-4370-8ad0-497ffdeea46d,,false,
7e6c2d5e-cdfa-4e6c-af7c-6d92cd359d85,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Misty,Dog,Female,2024-12-18,2025-01-07,Owner surrender,fostered,urgent,,Loves car rides and morning walks.,982273671062197,,,,,2025-01-07T10:38:13.978Z,2025-01-08T03:42:31.978Z,estimated_age,20,days,2025-01-07,d01b4b32-7f88-44e1-8403-49d4bc5869b5,,true,
c2c244d9-a099-4877-943a-c9f6a10f1ca5,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Marabel,Cat,Female,2025-04-25,2025-07-18,Trapped,medical,normal,,"Recovering from URI, almost ready for foster.",,,,,,2025-07-18T07:38:13.978Z,2025-07-25T15:08:30.978Z,estimated_age,12,weeks,2025-07-18,677c1b27-f593-4a96-b3b9-90cdad659f6c,,false,
fcd2ad97-8e56-4629-bf40-1409fca8e3b8,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Atlas,Cat,Female,2025-04-21,2025-08-19,Bottle baby (orphan),fostered,normal,,FIV+ — indoor-only home required.,,,,,,2025-08-19T15:38:13.978Z,2025-08-25T17:00:14.978Z,estimated_age,4,months,2025-08-19,3e51b819-8acd-4187-a451-a92529406ed3,,false,
c53f3675-519b-4721-870e-bebd8cb08b72,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Ares,Dog,Female,2012-08-19,2025-08-16,Found - good Samaritan,adopted,urgent,,Selective with other dogs; would do best as the only pet.,,,,,,2025-08-16T09:38:13.978Z,2025-08-22T00:26:25.978Z,estimated_age,13,years,2025-08-16,22cc9792-2cfa-4766-be30-1c09ade6cf8a,,false,
1634c6fa-437a-4abe-81f9-e436acb7e769,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Tater,Dog,Female,2021-01-16,2026-04-12,Bottle baby (orphan),medical,urgent,,Loves car rides and morning walks.,906287947132252,,,,,2026-04-12T15:38:13.978Z,2026-04-18T18:49:38.978Z,exact_birthdate,,,,4fc402b9-3069-4cb4-81db-61ea13053837,,true,
f84b7133-7585-498d-a126-7fad2c4e442f,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Martini,Cat,Male,2026-04-20,2026-05-05,Found - good Samaritan,intake,normal,,Senior cat looking for a quiet home.,,,,,,2026-05-05T12:38:13.978Z,2026-05-06T21:20:55.978Z,estimated_age,15,days,2026-05-05,b595ff92-a9a4-40d7-bdef-66848b4d156f,,false,
c9a3a19a-da6e-4370-99aa-b4925642af4d,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Sadie,Cat,Unknown,2012-03-25,2025-06-13,TNR clinic intake,fostered,normal,,Bottle baby — needs an experienced foster.,939330322634428,,,,,2025-06-13T11:38:13.978Z,2025-06-21T09:32:05.978Z,exact_birthdate,,,,,Tortie,true,
0b89ea6e-7091-4d13-b278-7431973bd959,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Boots,Cat,Unknown,2024-01-12,2025-07-05,Trapped,medical,normal,,"Black, friendly and playful.",,,,,,2025-07-05T12:38:13.978Z,2025-07-10T12:00:46.978Z,estimated_age,18,months,2025-07-05,3e51b819-8acd-4187-a451-a92529406ed3,,false,
3f303039-189d-4d93-8ef7-1ffd85b09a41,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Berry,Cat,Female,2016-04-01,2025-03-30,Trapped,intake,critical,,Bottle baby — needs an experienced foster.,,,,,,2025-03-30T11:38:13.978Z,2025-04-15T19:30:25.978Z,estimated_age,9,years,2025-03-30,8c137ad9-abed-4b8a-8c57-87434cc9dcf9,,false,
9d02df2f-9196-4af3-925a-369b879cebc9,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Pogo,Cat,Male,2009-09-01,2025-08-28,Surrender,intake,normal,,"Calico, talkative and curious.",,,,Litter buddy ID: see related animals.,,2025-08-28T14:38:13.978Z,2025-09-02T10:06:51.978Z,estimated_age,16,years,2025-08-28,b595ff92-a9a4-40d7-bdef-66848b4d156f,,false,
065c2588-227d-4420-bc1d-827692c39bed,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Daisy,Dog,Male,2025-04-22,2026-04-17,Returned adoption,intake,normal,,Heartworm positive — undergoing treatment.,,,,,,2026-04-17T14:38:13.978Z,2026-05-04T00:16:26.978Z,estimated_age,12,months,2026-04-17,,Lab mix,true,
b4b271f0-f69e-4d7d-8c4f-110c61cc311f,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Wiggles,Dog,Female,2011-08-21,2025-05-09,Found - good Samaritan,fostered,critical,,,987332717160694,,,,,2025-05-09T11:38:13.978Z,2025-05-27T09:16:22.978Z,estimated_birthdate,,,,,,false,
85856cd6-6f80-4b5c-ac5f-d12cbfd69375,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Duffy,Dog,Male,2024-02-28,2025-09-20,TNR clinic intake,hold,normal,,,,,,,,2025-09-20T10:38:13.978Z,2025-10-11T10:30:08.978Z,estimated_age,19,months,2025-09-20,,,false,
7d766e58-da5b-4304-a04a-e13d91507e7e,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Hermes,Dog,Unknown,2023-03-26,2025-08-07,,fostered,needs_attention,,Bonded pair — needs to be adopted with a sibling.,938033507146872,,,,,2025-08-07T14:38:13.978Z,2025-08-19T18:46:04.978Z,estimated_birthdate,,,,c5f104ae-13e8-4864-8a9a-791f7eddcddd,,true,
c5312862-ba96-45bc-8055-25f1fee9b597,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Star,Dog,Male,2024-11-06,2024-12-04,Stray,adopted,urgent,,Bonded pair — needs to be adopted with a sibling.,,,,,,2024-12-04T07:38:13.978Z,2024-12-11T17:58:47.978Z,estimated_age,4,weeks,2024-12-04,b81c8483-9a5a-4c66-9d5f-30e2859c6d0f,,false,
c4b86464-4f3f-4811-a092-937c9f6045a1,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Espresso,Cat,Male,2009-09-03,2025-01-14,Stray,adoptable,normal,,Solid black with green eyes.,928946369090583,,,,,2025-01-14T12:38:13.978Z,2025-01-20T04:50:09.978Z,estimated_birthdate,,,,26de76c1-1d54-4aa2-abff-c7b5f4d81c48,,false,
8f8d88a4-0380-4274-99b6-9be32211d240,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Loki,Dog,Female,2025-01-30,2025-12-26,Trapped,hold,needs_attention,,Selective with other dogs; would do best as the only pet.,915343702335841,,,,,2025-12-26T08:38:13.978Z,2025-12-29T05:52:29.978Z,estimated_age,11,months,2025-12-26,b444bf73-5259-40e2-adf4-dd0a587845e1,,true,
29fd9509-84d5-4e1a-bc50-17444a644211,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Plum,Dog,Male,2018-01-12,2026-01-10,Trapped,fostered,needs_attention,,Selective with other dogs; would do best as the only pet.,,,,,,2026-01-10T12:38:13.978Z,2026-01-13T01:16:15.978Z,estimated_age,8,years,2026-01-10,4c6f8b58-5a6f-4942-8b22-27a561950d75,,false,
b42aa54e-94a1-4589-a723-ae9286e1204c,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Cooper,Cat,Female,2024-02-02,2025-02-01,Trapped,medical,urgent,,,,,,,,2025-02-01T07:38:13.978Z,2025-02-04T19:23:55.978Z,estimated_age,1,years,2025-02-01,,,false,
5c70a99c-b38b-4c78-b0a9-10120e93a424,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Mustard,Cat,Unknown,2022-09-20,2025-09-19,Found - good Samaritan,intake,critical,,Senior cat looking for a quiet home.,,,,,,2025-09-19T14:38:13.978Z,2025-10-07T13:23:25.978Z,estimated_age,3,years,2025-09-19,26de76c1-1d54-4aa2-abff-c7b5f4d81c48,,false,
41a0e249-407b-4993-a601-b08952a03ec7,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Buster,Dog,Female,2020-11-15,2025-11-14,Stray,fostered,urgent,,Heartworm positive — undergoing treatment.,,,,,,2025-11-14T09:38:13.978Z,2025-11-26T20:46:46.978Z,estimated_age,5,years,2025-11-14,15b9503b-76db-4f80-99ee-1f55d5e7360e,,false,
5ac7151f-035b-42b1-8a73-0f56517da568,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Cooper,Cat,Male,2009-12-06,2025-11-18,Trapped,hospice,normal,,Tortie with classic tortitude.,,,,Microchip pending — schedule at next clinic.,,2025-11-18T13:38:13.978Z,2025-11-28T18:50:24.978Z,estimated_birthdate,,,,,,false,
bea2f6b5-2c4f-4ac1-89a0-721349c06311,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Atlas,Cat,Unknown,2026-04-19,2026-04-25,Stray,hold,normal,,Senior cat looking for a quiet home.,,,,,,2026-04-25T12:38:13.978Z,2026-05-04T03:57:51.978Z,estimated_age,6,days,2026-04-25,1ffdbfbd-432f-4597-9883-7339337b1e8c,,true,
0ca7f250-6bea-4b58-be45-6802fb7c1803,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Pances,Dog,Female,2025-12-24,2026-04-23,Owner surrender,intake,normal,,Bonded pair — needs to be adopted with a sibling.,,,,,,2026-04-23T13:38:13.978Z,2026-05-05T11:27:42.978Z,estimated_age,4,months,2026-04-23,,,false,
bb12186d-635c-4384-87f3-a7173d63b047,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Mango,Dog,Male,2022-04-18,2025-04-17,TNR clinic intake,adopted,normal,,,,,,,,2025-04-17T12:38:13.978Z,2025-04-28T01:33:06.978Z,estimated_age,3,years,2025-04-17,,,false,
5cb8c291-0f86-4cc1-a90a-3175bb87acd9,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Tater,Cat,Male,2018-06-19,2025-06-17,Owner surrender,adoptable,normal,,Solid black with green eyes.,,,,Vaccines on file from previous shelter.,,2025-06-17T09:38:13.978Z,2025-06-23T10:17:49.978Z,estimated_age,7,years,2025-06-17,,,false,
d5921fba-1c9d-46a9-8130-158950c6db92,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Comet,Dog,Male,2026-02-06,2026-02-23,Trapped,medical,normal,,"Recovering from leg injury, will need follow-up vet care.",,,,,,2026-02-23T08:38:13.978Z,2026-03-11T21:25:39.978Z,estimated_age,17,days,2026-02-23,237eea3c-c3bc-41b3-b0a5-83427b75fdfb,,true,
9de613df-ba66-4916-befa-4a14da1fca48,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Boots,Cat,Female,2018-12-08,2025-12-06,Transfer,medical,normal,,"Orange tabby, loves laps and naps.",,,,,,2025-12-06T14:38:13.978Z,2025-12-09T02:03:27.978Z,estimated_age,7,years,2025-12-06,8c137ad9-abed-4b8a-8c57-87434cc9dcf9,,false,
398ec489-1a84-4c48-a154-cde0c0b21ad1,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Shadow,Cat,Female,2014-11-18,2025-07-07,Stray,hospice,normal,,Bottle baby — needs an experienced foster.,,,,,,2025-07-07T11:38:13.978Z,2025-07-22T07:36:40.978Z,estimated_birthdate,,,,12f385f0-f160-4262-86ea-e7287e18cf5c,,false,
597d0ea8-ab8a-433a-b718-2bdc018db3de,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Thor,Cat,Male,2023-08-23,2024-12-15,Found - good Samaritan,intake,normal,,"Orange tabby, loves laps and naps.",,,,,,2024-12-15T08:38:13.978Z,2024-12-28T17:37:42.978Z,estimated_age,16,months,2024-12-15,85c832c2-86c3-4414-8f3e-d9fac115b6a8,,false,
09154819-1557-4c87-802d-6fecd7e2058e,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Duke,Cat,Male,2018-12-19,2025-12-17,Surrender,fostered,urgent,,Bonded pair — needs to be adopted together.,,,,Skittish around tall men; pair with a calm female adopter.,,2025-12-17T07:38:13.978Z,2025-12-29T02:42:11.978Z,estimated_age,7,years,2025-12-17,8c137ad9-abed-4b8a-8c57-87434cc9dcf9,,false,
cfb1e8f1-cf5b-4a8d-97a9-8bfe3615f557,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Pipper,Dog,Female,2009-10-09,2025-10-05,Stray,hospice,normal,,,976268962850095,,,,,2025-10-05T15:38:13.978Z,2025-10-06T13:04:45.978Z,estimated_age,16,years,2025-10-05,0a6c67f6-58b4-4e61-9c35-ffd62860b990,,false,
1a53418a-74ba-42bb-a994-dd3ea596854c,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Penny,Cat,Female,2025-10-05,2025-11-30,Returned adoption,fostered,normal,,"Recovering from URI, almost ready for foster.",943525829069782,,,Microchip pending — schedule at next clinic.,,2025-11-30T12:38:13.978Z,2025-12-03T16:51:49.978Z,estimated_age,8,weeks,2025-11-30,677c1b27-f593-4a96-b3b9-90cdad659f6c,,false,
d0a696df-a9e2-41da-b84f-c91b113f3205,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Marabel,Dog,Female,2024-08-11,2025-06-07,Trapped,intake,normal,,Anxious in new environments; thrives on routine.,,,,,,2025-06-07T13:38:13.978Z,2025-06-24T10:18:03.978Z,estimated_age,10,months,2025-06-07,433cb5e7-90d9-4c47-972c-57f15e8b0b95,,false,
f48fe61d-919c-48a2-a4ff-32e0a2ec177b,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Pepper,Cat,Female,2024-10-31,2025-10-26,,fostered,normal,,"Tabby, very affectionate once trust is earned.",,,,,,2025-10-26T10:38:13.978Z,2025-11-04T12:02:23.978Z,estimated_age,12,months,2025-10-26,85c832c2-86c3-4414-8f3e-d9fac115b6a8,,false,
7c17d605-99cb-42b7-a7fd-2fd7f2d76c16,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Basil,Dog,Female,2025-03-24,2025-04-07,Trapped,fostered,urgent,,"Shy at first, warms up quickly with patience.",,,,,,2025-04-07T12:38:13.978Z,2025-04-21T00:26:24.978Z,estimated_age,2,weeks,2025-04-07,4c6f8b58-5a6f-4942-8b22-27a561950d75,,false,
55f93d7d-92ef-47d0-83b4-e63ae94b1898,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Feta,Dog,Male,2015-06-22,2025-12-15,Surrender,medical,normal,,"Recovering from leg injury, will need follow-up vet care.",992907834222307,,,,,2025-12-15T15:38:13.978Z,2025-12-23T17:27:47.978Z,estimated_birthdate,,,,15b9503b-76db-4f80-99ee-1f55d5e7360e,,false,
714fab0b-4afe-4c31-a1e5-f00c669031dc,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Squiggle,Cat,Male,2023-07-17,2025-06-06,Found - good Samaritan,fostered,urgent,,"Black, friendly and playful.",,,,,,2025-06-06T11:38:13.978Z,2025-06-16T23:15:00.978Z,estimated_age,23,months,2025-06-06,fbd65595-09f4-41fc-a6bf-1b9e14ee51da,,false,
aeff2506-d5ca-4caa-a5da-6078f9395d29,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Buddy,Cat,Male,2023-12-03,2025-01-26,Saving Grace,adoptable,normal,,"Tuxedo, dignified and reserved.",951608517140848,,,Watch food intake — tends to overeat.,,2025-01-26T08:38:13.978Z,2025-02-14T08:51:02.978Z,estimated_age,14,months,2025-01-26,fb89cfd0-a8dc-47fd-917a-c3832fbec123,,false,
6f5d242b-e75f-4493-81f7-d545937fa5a8,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Squish,Cat,Male,2011-12-23,2026-04-01,Stray,adopted,critical,,Loves other cats; would do best in a multi-cat home.,,,,History of skin allergies; document any flare-ups.,,2026-04-01T12:38:13.978Z,2026-04-11T03:16:55.978Z,estimated_birthdate,,,,3b26ab84-0278-4d2d-b794-14d923918f58,,false,
63b76b11-84b1-44b3-9540-f9f9243d3a1d,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Pippa,Cat,Male,2025-02-21,2025-02-27,Returned adoption,intake,normal,,,,,,,,2025-02-27T14:38:13.978Z,2025-03-11T06:48:29.978Z,estimated_age,6,days,2025-02-27,fa9f0a12-5eae-4925-91d9-a9581a53081b,,false,
7f8f0d0f-9cc3-4512-888f-e003f870075b,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Feta,Dog,Female,2022-05-10,2026-05-09,Stray,adoptable,critical,,Loves car rides and morning walks.,,,,,,2026-05-09T10:38:13.978Z,2026-05-21T05:41:36.978Z,estimated_age,4,years,2026-05-09,a52e8d30-b090-4dfa-be76-ac369e09c235,,false,
5c46ace6-1a76-4e5a-b421-e8fa1d2b3b99,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Pickle,Dog,Male,2022-05-01,2025-04-30,Stray,medical,normal,,Great with kids and other dogs.,,,,,,2025-04-30T12:38:13.978Z,2025-05-13T17:13:04.978Z,estimated_age,3,years,2025-04-30,a52e8d30-b090-4dfa-be76-ac369e09c235,,false,
fdd5d614-9f2b-45be-866c-ae800545b546,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Odin,Dog,Male,2010-08-22,2025-01-02,Stray,intake,needs_attention,,Heartworm positive — undergoing treatment.,,,,,,2025-01-02T11:38:13.978Z,2025-01-11T11:55:02.978Z,estimated_birthdate,,,,b81c8483-9a5a-4c66-9d5f-30e2859c6d0f,,false,
32a1bfdb-d3b3-49ea-b1ee-b1402626c4c3,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Buster,Dog,Male,2026-03-27,2026-04-24,TNR clinic intake,intake,needs_attention,,"Very food-motivated, easy to train.",,,,,,2026-04-24T11:38:13.978Z,2026-05-15T19:40:01.978Z,estimated_age,4,weeks,2026-04-24,b81c8483-9a5a-4c66-9d5f-30e2859c6d0f,,false,
4e5203cf-c969-4c0e-9393-bf617f6c0e90,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Boots,Dog,Male,2017-01-24,2025-01-22,Returned adoption,adopted,urgent,,Senior — looking for a calm retirement home.,,,,,,2025-01-22T07:38:13.978Z,2025-01-25T06:10:50.978Z,estimated_age,8,years,2025-01-22,c075056d-654c-4e30-9cd3-bc399968d98a,,false,
64a10c18-2231-4881-a735-d8b5523f8b1f,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Pickle,Cat,Female,2021-04-28,2026-04-27,Owner surrender,fostered,normal,,Senior cat looking for a quiet home.,901789861720521,,,,,2026-04-27T12:38:13.978Z,2026-05-03T04:06:33.978Z,estimated_age,5,years,2026-04-27,677c1b27-f593-4a96-b3b9-90cdad659f6c,,false,
a3fd2ac5-2b5b-4d78-8db3-bc993616ad68,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Pippa,Cat,Unknown,2020-09-20,2025-12-01,Surrender,fostered,normal,,Tortie with classic tortitude.,,,,,,2025-12-01T07:38:13.978Z,2025-12-05T20:25:20.978Z,estimated_birthdate,,,,,,false,
e037c703-344b-4138-acf9-e48c8b0a43b5,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Sadie,Cat,Female,2025-11-28,2025-12-16,Trapped,fostered,normal,,Bonded pair — needs to be adopted together.,,,,,,2025-12-16T14:38:13.978Z,2025-12-24T07:02:16.978Z,estimated_age,18,days,2025-12-16,b595ff92-a9a4-40d7-bdef-66848b4d156f,,false,
b5f4a053-5146-4f34-8c05-708d78c07b68,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Mars,Dog,Male,2024-10-28,2026-02-20,Returned adoption,adoptable,normal,,Heartworm positive — undergoing treatment.,,,,,,2026-02-20T08:38:13.978Z,2026-03-02T17:54:41.978Z,estimated_age,16,months,2026-02-20,,Pit mix,true,
